FILE data/history.csv
```
segment,quarter,unemployment,hpi_growth,pd,lgd,prepay
A,1,5.0,0.03,0.0225,0.30026836200432555,0.0391
A,2,4.172220148959893,0.006241969712329504,0.0201,0.34457628057329936,0.0371
A,3,4.548777882525327,0.014255953541650546,0.0212,0.31901444716461747,0.0356
A,4,4.830178738231131,-0.017043091125118447,0.0301,0.3634859727352496,0.0286
A,5,4.769455350261526,-0.0001227725519630657,0.028,0.31311016448232754,0.0341
A,6,5.494720395824579,0.02093341573774708,0.0309,0.33456978780520163,0.03
A,7,5.2426385160575855,0.04230979852297295,0.0224,0.2535008091599035,0.0367
A,8,5.389135979517859,0.00173909418080459,0.0318,0.3340633072546207,0.0308
A,9,4.7427735480585085,0.015618525624139424,0.0237,0.29544183769289467,0.0342
A,10,5.133090304770887,0.006852145723673091,0.0282,0.3446637110956194,0.0321
A,11,4.621268981496783,0.015793378830707628,0.0209,0.3203176019115127,0.0358
A,12,5.18342028210429,0.004695529170960746,0.029,0.3382702928946228,0.0285
A,13,3.1058951657656344,0.03523937178445465,0.0122,0.19555740555022438,0.0515
A,14,3.3420182269723897,-0.0025876573033389236,0.0165,0.27209453325127875,0.0431
A,15,3.4641313590086997,-0.0043288194037672464,0.0155,0.2819089802376536,0.0395
A,16,2.5226330563765598,0.07505524539735606,0.0082,0.12300060851630092,0.0677
A,17,3.24173292500285,0.10027389614443677,0.0081,0.11573888217807936,0.0694
A,18,4.481875851556115,0.008524166532021774,0.0222,0.3071161357902632,0.0384
A,19,4.031006774074132,0.024249534505956353,0.0157,0.1921286007500924,0.0427
A,20,4.547645737534814,0.006854904509013059,0.0207,0.31850406653013147,0.0333
A,21,4.005256325018316,0.04908472953759559,0.0138,0.18312971776361636,0.0506
A,22,5.119939204808635,0.029397482857533228,0.025,0.25991681592090254,0.0333
A,23,5.4967022605550735,0.034995072365243476,0.0284,0.3163459921471213,0.0323
A,24,5.7790766611584505,-0.007501629821962896,0.038,0.4038854848674699,0.026
A,25,5.060539311090639,-0.008011313488034064,0.0293,0.34024136094822294,0.0307
A,26,5.172556361828651,-0.02247121917803701,0.037,0.4298148502598195,0.0259
A,27,4.548168639434018,-0.01820439426142481,0.0295,0.3326401488066325,0.0291
A,28,3.89205498484791,0.035817328109070456,0.0141,0.21444731627847793,0.0433
A,29,5.10546121723164,-0.010774229356892644,0.0313,0.3425705610814065,0.0268
A,30,4.423276325716639,0.03857363259102066,0.0199,0.2226054178985273,0.039
A,31,6.2023289892729965,-0.012623812869705549,0.048,0.45973923172665987,0.0243
A,32,6.642081669402465,-0.032434003612377645,0.0666,0.5514878432687326,0.0183
A,33,6.2109567348022185,-0.005580632965463586,0.0456,0.4002306058942179,0.0247
A,34,6.483907476225193,0.0028804808244802735,0.0501,0.46817726049344294,0.0235
A,35,6.081970845634229,-0.0015905897466316904,0.0432,0.4285047954310082,0.0242
A,36,5.702493926433297,0.003961561209618474,0.041,0.36277510072083413,0.0291
A,37,6.216666775180533,-0.012602622846972597,0.0475,0.4591434411321118,0.0237
A,38,6.565835421466583,-0.036822785499472266,0.0658,0.5378727928465652,0.0188
A,39,6.219099759513772,-0.01798793017816907,0.0533,0.47841075331830707,0.0226
A,40,5.7167293236324355,-0.02096810107738096,0.044,0.46060250984843903,0.0255
A,41,6.6073588102892735,-0.026094624595409427,0.0612,0.5428554597751435,0.0209
A,42,6.181097817962144,0.0021365692431888905,0.0431,0.40643991933723334,0.0248
A,43,6.298094051818022,-0.006741435032942021,0.0491,0.4289991830484584,0.0245
A,44,5.845612544758786,-0.017286698130551295,0.0421,0.37903685849984947,0.0247
